,Age,Attrition,BusinessTravel,DistanceFromHome,Education,EmployeeCount,EmployeeID,JobLevel,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Gender_Female,Gender_Male
2001,44,1,1,18,4,1,2002,2,4.326130956710794,9.0,Y,15,8,0,24.0,3,20,3,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2002,33,0,1,23,4,1,2003,4,4.600210306409328,4.0,Y,12,8,0,9.0,3,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2003,35,1,1,7,4,1,2004,3,4.78660947264866,0.0,Y,21,8,1,9.0,3,8,4,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2004,33,1,2,1,2,1,2005,1,4.793371248918955,1.0,Y,19,8,2,14.0,3,13,3,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2005,28,0,1,1,1,1,2006,2,4.802568498313956,1.0,Y,15,8,1,4.0,2,4,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2006,34,0,2,29,4,1,2007,1,5.061075323629792,0.0,Y,14,8,1,7.0,5,6,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2007,37,0,1,7,4,1,2008,4,4.853880650124542,2.0,Y,21,8,0,8.0,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2008,25,1,1,25,4,1,2009,2,4.91740046795525,1.0,Y,12,8,0,7.0,3,7,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2009,26,1,1,8,2,1,2010,2,4.908216853089392,1.0,Y,15,8,0,1.0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2010,33,1,1,8,2,1,2011,4,4.462996612028056,4.0,Y,13,8,0,5.0,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2011,42,0,1,11,1,1,2012,4,4.780461332861718,0.0,Y,14,8,0,23.0,2,22,13,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2012,28,1,2,7,3,1,2013,2,4.473632926873841,1.0,Y,14,8,0,1.0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2013,50,1,2,1,4,1,2014,2,5.20390278111006,3.0,Y,14,8,0,5.0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2014,33,0,2,9,3,1,2015,2,4.6673595461830875,0.0,Y,12,8,0,4.0,2,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2015,34,0,0,1,1,1,2016,2,4.430719887863282,3.0,Y,23,8,0,6.0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2016,48,0,0,2,1,1,2017,2,4.3747483460101035,2.0,Y,11,8,0,27.0,3,5,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2017,45,0,0,1,3,1,2018,2,5.097048965011131,1.0,Y,12,8,1,15.0,2,15,4,12,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2018,52,0,1,1,3,1,2019,1,4.77626521826811,7.0,Y,18,8,1,18.0,6,8,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2019,38,0,1,6,2,1,2020,1,4.675411693714864,0.0,Y,11,8,1,9.0,3,8,2,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2020,29,0,1,8,3,1,2021,4,4.723947976431644,4.0,Y,14,8,0,11.0,3,7,1,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2021,28,0,1,1,3,1,2022,4,4.831293744377009,0.0,Y,15,8,1,10.0,2,9,1,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2022,46,0,1,6,4,1,2023,3,4.337259539750276,3.0,Y,11,8,1,23.0,3,12,4,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2023,38,0,1,7,4,1,2024,1,4.823017523446049,7.0,Y,20,8,1,10.0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2024,43,0,2,5,3,1,2025,2,4.986726959331219,8.0,Y,19,8,1,18.0,3,8,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2025,39,1,2,1,3,1,2026,2,4.8296253533580495,7.0,Y,14,8,1,21.0,2,18,11,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2026,40,0,1,1,1,1,2027,1,4.344981413927258,1.0,Y,17,8,0,21.0,4,20,4,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2027,21,0,1,1,4,1,2028,1,4.416640507338281,1.0,Y,11,8,1,2.0,3,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2028,39,0,0,6,3,1,2029,1,4.45499721730946,9.0,Y,15,8,0,9.0,2,5,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2029,36,0,0,1,3,1,2030,3,4.538070787043172,2.0,Y,13,8,3,18.0,4,11,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2030,31,0,2,7,3,1,2031,1,4.720820581770344,0.0,Y,14,8,3,3.0,5,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2031,28,0,1,2,4,1,2032,1,4.971043791836029,0.0,Y,11,8,0,6.0,4,5,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2032,35,0,2,9,2,1,2033,1,5.0210238220315855,1.0,Y,13,8,1,5.0,2,5,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2033,49,0,1,2,2,1,2034,1,4.804820678721162,6.0,Y,23,8,1,22.0,1,9,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2034,34,0,2,9,1,1,2035,2,4.424391554410278,2.0,Y,13,8,1,5.0,3,3,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2035,29,0,2,1,4,1,2036,3,4.433929765608464,0.0,Y,18,8,0,8.0,2,7,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2036,42,0,1,21,2,1,2037,1,4.342620042553348,4.0,Y,12,8,1,16.0,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2037,29,0,1,4,2,1,2038,2,4.815577748324268,1.0,Y,22,8,0,10.0,2,10,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2038,38,0,1,1,3,1,2039,1,4.581608366032057,1.0,Y,13,8,2,7.0,2,7,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2039,28,0,2,6,4,1,2040,1,4.720407400803109,1.0,Y,15,8,0,3.0,2,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2040,18,1,0,2,4,1,2041,3,5.040008636013542,1.0,Y,18,8,0,0.0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2041,33,1,1,3,2,1,2042,1,4.693375151025185,0.0,Y,14,8,0,6.0,2,5,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2042,41,0,1,4,2,1,2043,2,4.405346360175709,3.0,Y,12,8,0,6.0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2043,31,1,2,10,3,1,2044,1,4.7246035153967165,1.0,Y,17,8,0,2.0,3,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2044,37,0,1,23,3,1,2045,3,5.221648928192229,7.0,Y,16,8,1,9.0,2,6,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2045,27,0,1,6,2,1,2046,1,4.629409599102719,1.0,Y,11,8,2,4.0,2,4,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2046,34,0,1,1,1,1,2047,2,4.39375064034808,1.0,Y,19,8,0,6.0,2,6,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2047,35,0,1,6,3,1,2048,3,4.491641793477586,1.0,Y,13,8,1,6.0,3,5,1,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2048,29,1,1,6,3,1,2049,1,4.351022852584124,1.0,Y,12,8,3,11.0,5,11,3,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2049,40,0,2,2,4,1,2050,4,4.88058495606498,9.0,Y,11,8,0,20.0,0,18,2,13,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2050,42,1,2,2,4,1,2051,1,4.358886204405869,0.0,Y,16,8,0,22.0,3,21,13,14,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2051,42,0,1,1,2,1,2052,4,4.482015576450712,7.0,Y,21,8,1,9.0,3,6,1,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2052,35,0,1,5,3,1,2053,1,4.7570162347313,6.0,Y,24,8,2,10.0,0,8,1,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2053,24,0,1,7,4,1,2054,1,4.410945858687774,8.0,Y,17,8,3,6.0,3,4,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2054,28,1,1,15,4,1,2055,2,4.62293896921149,1.0,Y,13,8,0,1.0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2055,26,0,1,1,4,1,2056,2,5.15642799231805,1.0,Y,21,8,1,8.0,3,8,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2056,30,0,1,7,2,1,2057,1,4.537567257152675,1.0,Y,11,8,0,10.0,3,10,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2057,40,0,2,26,4,1,2058,2,5.287936027044703,3.0,Y,20,8,3,16.0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2058,35,0,1,18,5,1,2059,2,4.81544491624435,2.0,Y,16,8,1,15.0,3,7,6,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2059,34,0,2,6,2,1,2060,1,4.634074025487468,0.0,Y,11,8,0,14.0,2,13,4,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2060,35,0,2,3,3,1,2061,2,4.353723937588949,1.0,Y,11,8,1,2.0,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2061,43,1,1,5,3,1,2062,3,4.655330558009341,8.0,Y,15,8,1,7.0,3,4,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2062,32,0,0,11,2,1,2063,2,4.651956069533075,1.0,Y,11,8,0,1.0,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2063,56,0,1,3,2,1,2064,2,4.648262405748045,4.0,Y,15,8,0,28.0,3,5,4,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2064,29,0,1,26,1,1,2065,1,4.345961541813141,1.0,Y,24,8,1,10.0,1,10,0,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2065,19,0,1,23,4,1,2066,2,5.283233364888754,1.0,Y,12,8,0,1.0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2066,45,0,1,22,3,1,2067,2,5.120968565019377,4.0,Y,13,8,0,7.0,4,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2067,37,0,1,14,4,1,2068,3,4.818027841859256,1.0,Y,13,8,0,14.0,1,14,3,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2068,20,0,1,6,3,1,2069,5,4.923865475185502,1.0,Y,17,8,0,2.0,5,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2069,44,1,1,6,2,1,2070,3,4.658774320844357,1.0,Y,13,8,1,6.0,2,6,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2070,53,0,1,6,4,1,2071,1,4.6054127981530515,3.0,Y,12,8,1,26.0,3,7,4,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2071,29,0,1,23,3,1,2072,1,4.901403826825252,0.0,Y,14,8,0,6.0,3,5,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2072,22,1,2,22,4,1,2073,1,4.423900918528417,0.0,Y,24,8,0,1.0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2073,46,0,1,2,3,1,2074,2,5.218929185088087,8.0,Y,14,8,2,28.0,4,26,15,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2074,44,0,0,20,3,1,2075,1,4.658583715407063,2.0,Y,13,8,0,6.0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2075,33,0,1,28,4,1,2076,1,4.784688599501421,1.0,Y,15,8,0,5.0,6,5,1,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2076,41,1,0,12,3,1,2077,2,5.2915020491896,6.0,Y,16,8,0,5.0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2077,30,0,1,20,3,1,2078,3,4.682145076373832,8.0,Y,18,8,0,8.0,3,4,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2078,40,0,2,9,3,1,2079,1,4.655426587745919,5.0,Y,16,8,1,5.0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2079,50,0,2,25,4,1,2080,2,4.505421327583281,2.0,Y,24,8,1,32.0,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2080,28,0,1,6,3,1,2081,2,4.371252629124939,1.0,Y,16,8,0,6.0,4,6,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2081,46,0,1,8,4,1,2082,3,4.230959555748569,5.0,Y,21,8,0,25.0,2,4,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2082,35,0,1,4,4,1,2083,1,5.256260606512207,3.0,Y,20,8,1,15.0,3,7,1,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2083,24,1,1,28,4,1,2084,3,4.460296326757476,1.0,Y,19,8,1,1.0,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2084,33,0,2,9,2,1,2085,1,4.321598430465344,1.0,Y,14,8,2,10.0,5,10,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2085,36,0,1,9,2,1,2086,2,5.076822423342773,1.0,Y,11,8,3,7.0,6,7,1,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2086,30,0,1,29,3,1,2087,1,4.405858399317637,1.0,Y,14,8,1,10.0,2,10,8,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2087,44,0,1,3,4,1,2088,2,4.40891802084678,1.0,Y,12,8,3,20.0,3,20,13,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2088,20,0,1,18,4,1,2089,1,4.924899264014283,1.0,Y,13,8,0,2.0,2,2,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2089,46,0,1,9,1,1,2090,1,5.149773177559665,2.0,Y,22,8,0,12.0,3,6,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2090,42,0,0,5,4,1,2091,5,5.2316224841065795,7.0,Y,11,8,0,10.0,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2091,60,0,1,2,2,1,2092,2,4.40891802084678,0.0,Y,14,8,1,12.0,3,11,1,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2092,32,0,2,10,3,1,2093,1,5.011401259924744,1.0,Y,11,8,0,2.0,3,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2093,32,0,2,9,3,1,2094,2,4.705007959333336,4.0,Y,12,8,1,10.0,6,8,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2094,36,0,1,3,2,1,2095,4,5.251905770472128,2.0,Y,18,8,0,17.0,2,7,7,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2095,33,0,1,26,2,1,2096,1,4.626340367375042,0.0,Y,12,8,0,15.0,0,14,4,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2096,40,0,1,1,3,1,2097,2,4.577491799837225,7.0,Y,12,8,0,7.0,2,5,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2097,25,0,1,6,2,1,2098,1,4.44216608578472,0.0,Y,22,8,1,5.0,0,4,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2098,30,0,1,9,3,1,2099,1,4.957655166943491,0.0,Y,19,8,1,12.0,2,11,5,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2099,42,0,2,8,2,1,2100,1,5.027268042466619,3.0,Y,13,8,1,20.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2100,35,0,0,1,1,1,2101,2,5.133858125203335,4.0,Y,22,8,2,16.0,4,13,4,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2101,27,0,1,7,3,1,2102,3,4.532499586094662,1.0,Y,24,8,0,9.0,2,9,6,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2102,54,0,2,9,2,1,2103,2,4.474653253362063,7.0,Y,14,8,1,33.0,2,5,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2103,44,0,1,4,4,1,2104,5,4.8826383616960385,1.0,Y,21,8,0,10.0,3,10,7,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2104,19,1,0,2,2,1,2105,3,4.992288353797092,1.0,Y,18,8,0,1.0,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2105,29,0,1,19,4,1,2106,1,4.997823080745725,1.0,Y,20,8,0,3.0,3,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2106,54,0,1,9,4,1,2107,2,4.320769228338686,3.0,Y,19,8,0,36.0,2,10,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2107,31,0,1,21,3,1,2108,2,4.999130541287371,1.0,Y,12,8,0,6.0,1,6,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2108,31,0,1,24,1,1,2109,1,4.590395947184013,1.0,Y,12,8,0,10.0,3,10,1,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2109,59,0,1,3,4,1,2110,1,4.6075622431835885,5.0,Y,16,8,3,13.0,3,6,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2110,43,0,1,11,2,1,2111,3,5.226213120724108,3.0,Y,17,8,1,25.0,3,8,0,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2111,49,0,1,14,4,1,2112,2,4.794488046659169,2.0,Y,14,8,0,23.0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2112,36,0,2,5,2,1,2113,1,4.6736658762457015,1.0,Y,19,8,1,12.0,3,11,0,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2113,48,0,1,1,4,1,2114,2,5.121789568859296,5.0,Y,13,8,1,7.0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2114,27,0,1,6,4,1,2115,2,4.574609941340187,1.0,Y,19,8,0,5.0,2,5,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2115,29,0,1,17,4,1,2116,1,4.818357877958355,1.0,Y,19,8,1,6.0,3,6,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2116,48,0,1,1,1,1,2117,2,4.869583707713423,6.0,Y,14,8,2,25.0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2117,29,0,1,3,3,1,2118,2,4.681693392004564,3.0,Y,16,8,1,9.0,2,7,1,7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2118,34,0,1,9,4,1,2119,2,4.437909035539499,0.0,Y,15,8,1,2.0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2119,44,0,1,4,3,1,2120,1,4.629613445378183,7.0,Y,18,8,0,26.0,2,22,3,10,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2120,33,0,1,8,2,1,2121,2,5.209085869762748,0.0,Y,13,8,1,10.0,2,9,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2121,19,0,1,2,4,1,2122,3,5.06284511327705,1.0,Y,22,8,0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2122,23,0,1,2,3,1,2123,3,4.273695587930092,1.0,Y,13,8,1,1.0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2123,25,1,2,1,1,1,2124,1,5.038699623020623,1.0,Y,11,8,1,1.0,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2124,26,0,1,9,3,1,2125,2,4.833210880282609,1.0,Y,11,8,1,8.0,4,8,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2125,45,1,1,12,3,1,2126,2,4.634074025487468,2.0,Y,11,8,2,26.0,3,24,1,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2126,55,0,0,27,3,1,2127,2,4.686546899063006,1.0,Y,24,8,1,34.0,3,33,15,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2127,21,1,2,20,2,1,2128,4,4.727297202803587,1.0,Y,14,8,1,2.0,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2128,46,0,1,1,4,1,2129,1,4.3692158574101425,2.0,Y,13,8,1,26.0,2,11,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2129,34,0,1,13,4,1,2130,3,4.8745397970710105,0.0,Y,14,8,1,4.0,3,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2130,51,0,2,14,3,1,2131,2,5.022304622935069,4.0,Y,14,8,0,31.0,3,29,11,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2131,59,0,1,4,2,1,2132,2,5.219977256744623,6.0,Y,21,8,1,25.0,2,9,5,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2132,34,0,2,14,4,1,2133,3,4.9461573949223725,4.0,Y,13,8,1,15.0,1,11,5,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2133,28,0,2,2,3,1,2134,1,4.746400644491561,0.0,Y,19,8,0,5.0,3,4,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2134,44,0,1,3,4,1,2135,2,4.672744198306599,1.0,Y,17,8,0,26.0,4,25,14,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2135,34,0,2,1,3,1,2136,2,4.380211241711606,4.0,Y,18,8,1,14.0,3,10,1,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2136,35,0,1,9,3,1,2137,4,4.992288353797092,0.0,Y,19,8,0,4.0,2,3,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2137,42,0,1,23,4,1,2138,1,4.809357670211106,6.0,Y,13,8,0,18.0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
